Dom1,Dom2,Dom3,Dom4,Dom5,Dom6,Dom7
0.889056098013892,0.0590499119966891,0.0518939899894192,0,0,0,0
0.886584444760299,0.060926061481761,0.05248949375794,0,0,0,0
0.886410745707074,0.086451429274156,0.0271378250187702,0,0,0,0
0.886200646640819,0.0898231894029649,0.023976163956216,0,0,0,0
0.883573252828655,0.0631991672034252,0.0532275799679199,0,0,0,0
0.883016225367748,0.0914875600804722,0.0254962145517801,0,0,0,0
0.882834685874986,0.115280133617316,0.00188518050769809,0,0,0,0
0.881041901164786,0.118958098835214,0,0,0,0,0
0.880413436596384,0.0812622237994625,0.0383243396041536,0,0,0,0
0.879782965553768,0.0812161348151758,0.0390008996310562,0,0,0,0
0.878410980076093,0.0833320630089056,0.0379916064691271,0.000265350445873891,0,0,0
0.878373386708957,0.0949239770409723,0.026702636250071,0,0,0,0
0.878255628126848,0.0702150461372938,0.0515293257358587,0,0,0,0
0.877620015204194,0.0697365354350901,0.0526434493607161,0,0,0,0
0.876199170927374,0.0649586331267819,0.0588421959458441,0,0,0,0
0.875475554703177,0.0890129299948764,0.0355115153019465,0,0,0,0
0.87463222607864,0.0711042556120936,0.054263518309266,0,0,0,0
0.874037252604974,0.106870091443461,0.019092655951565,0,0,0,0
0.871914726610898,0.0968909259597735,0.0311943474293281,0,0,0,0
0.871617058128995,0.0880257054330885,0.0403572364379167,0,0,0,0
0.871170427813782,0.089829353477854,0.0390002187083639,0,0,0,0
0.869493007452347,0.0975185803245717,0.0329884122230814,0,0,0,0
0.86908451374067,0.0918777655313051,0.0390377207280249,0,0,0,0
0.868932797045274,0.114485760633638,0.0165814423210882,0,0,0,0
0.8687724272075,0.0723573757258293,0.0576116726894992,0.00125852437717151,0,0,0
0.867811792374067,0.0669546266175461,0.0390877104981062,0.026145870510281,0,0,0
0.866481884716447,0.0985940148568307,0.0349241004267225,0,0,0,0
0.866290025083638,0.133709974916362,0,0,0,0,0
0.866285001574923,0.115792733623671,0.0179222648014065,0,0,0,0
0.865766285589158,0.106534571045316,0.0276991433655255,0,0,0,0
0.865140732927491,0.106653822495634,0.0282054445768755,0,0,0,0
0.86469983212257,0.132532535043196,0.00276763283423447,0,0,0,0
0.864020709030246,0.0722326555134908,0.0637466354562635,0,0,0,0
0.863292146890287,0.0912786112062333,0.0454292419034801,0,0,0,0
0.86259036333954,0.10504926834642,0.0323603683140402,0,0,0,0
0.860758849833589,0.0756994954780981,0.0635416546883134,0,0,0,0
0.860563013268199,0.105192152984489,0.034244833747312,0,0,0,0
0.859354934284609,0.140645065715391,0,0,0,0,0
0.859291182138218,0.119749282288116,0.0209595355736661,0,0,0,0
0.859124021440615,0.137194702853123,0.00368127570626213,0,0,0,0
0.859102812827372,0.0755303214761967,0.0653668656964312,0,0,0,0
0.859011835571565,0.0817605737145994,0.0592275907138354,0,0,0,0
0.857919746411659,0.0959953635967162,0.0457469296529139,0.000337960338710572,0,0,0
0.85516703222788,0.0937674001720219,0.0510655676000986,0,0,0,0
0.855095696282292,0.0790739195359315,0.0658303841817765,0,0,0,0
0.85498249767603,0.079846682999399,0.0651708193245716,0,0,0,0
0.854954470877999,0.0936782971406373,0.0513672319813641,0,0,0,0
0.85489002787267,0.116905072382876,0.0245172398857909,0.0036876598586635,0,0,0
0.854545110670313,0.110300560211804,0.0351543291178833,0,0,0,0
0.853939592649309,0.105811688235457,0.0402487191152342,0,0,0,0
0.853731988961955,0.125923985464388,0.020344025573657,0,0,0,0
0.852931733863809,0.147068266136191,0,0,0,0,0
0.851859021350238,0.0799976654746431,0.0681433131751187,0,0,0,0
0.851189520473055,0.107234184552659,0.0415762949742864,0,0,0,0
0.85046802673959,0.0750212886803374,0.0745106845800729,0,0,0,0
0.850078479961668,0.0841434350957312,0.0657780849426007,0,0,0,0
0.848585584330766,0.0798669261599115,0.0715474895093225,0,0,0,0
0.848528356206921,0.0879647622115127,0.0635068815815662,0,0,0,0
0.847437606267907,0.142884753346187,0.00967764038590638,0,0,0,0
0.847412507449949,0.123078155805247,0.0295093367448036,0,0,0,0
0.846779776731527,0.0842164486856931,0.0690037745827795,0,0,0,0
0.846587745572852,0.0899509553598103,0.063461299067338,0,0,0,0
0.846432256825329,0.0845506907338627,0.069017052440808,0,0,0,0
0.846084610003187,0.125171906985861,0.028743483010952,0,0,0,0
0.845665983233787,0.127142497558133,0.0271915192080807,0,0,0,0
0.845132727395677,0.112580761906429,0.0422865106978938,0,0,0,0
0.845094091162623,0.113921713629003,0.0409841952083745,0,0,0,0
0.844918440032194,0.108404456339828,0.0466771036279779,0,0,0,0
0.844906978463527,0.0921593911211469,0.0629336304153265,0,0,0,0
0.844888476976035,0.0799658084164925,0.0751457146074729,0,0,0,0
0.844382699478086,0.125932828508125,0.0291463872595133,0.000538084754275303,0,0,0
0.844075014521287,0.103228237949863,0.05269674752885,0,0,0,0
0.843942919964483,0.132721667960307,0.0233354120752095,0,0,0,0
0.843902547473614,0.107684659002781,0.048412793523605,0,0,0,0
0.842073620564562,0.11333401454718,0.0445923648882584,0,0,0,0
0.842023941335485,0.15333603926818,0.00464001939633491,0,0,0,0
0.841119552447196,0.158525362236554,0.000355085316250059,0,0,0,0
0.839552198265098,0.0936620511995269,0.0667857505353754,0,0,0,0
0.839352678669691,0.103139531135125,0.0575077901951844,0,0,0,0
0.839155046600426,0.068939574262858,0.062930246322354,0.0289751328143618,0,0,0
0.839149812334336,0.160850187665664,0,0,0,0,0
0.838479958888907,0.0871669253601637,0.0743531157509289,0,0,0,0
0.837311966090579,0.111618542649212,0.0510694912602095,0,0,0,0
0.835560087341948,0.111956816276807,0.0524830963812459,0,0,0,0
0.834944859222997,0.118454294432978,0.0279700639981215,0.0186307823459028,0,0,0
0.834558537464456,0.117282427842276,0.0481590346932676,0,0,0,0
0.834284999868404,0.123762302484819,0.0419526976467774,0,0,0,0
0.833488664272611,0.0901133851933497,0.076397950534039,0,0,0,0
0.833326796815619,0.156322696453514,0.0103505067308673,0,0,0,0
0.833114394099244,0.0891129822556411,0.0777726236451153,0,0,0,0
0.832544831483664,0.114169806531634,0.0532853619847027,0,0,0,0
0.8323356138614,0.127592129654901,0.0400722564836991,0,0,0,0
0.832251619060343,0.0857905346365991,0.0819578463030581,0,0,0,0
0.831872297400507,0.113115812837365,0.0550118897621278,0,0,0,0
0.831380646383229,0.0816446006314073,0.0264079909340388,0.0166616129829724,0.0158693696279939,0.0141976338536897,0.0138381455866693
0.831210438411685,0.120458626150173,0.0456030527534481,0.0027278826846946,0,0,0
0.830912301391399,0.114719229498108,0.0543684691104925,0,0,0,0
0.830661795804404,0.116526262788452,0.0528119414071444,0,0,0,0
0.830546534467698,0.13769542633809,0.0317580391942118,0,0,0,0
0.829651649515882,0.123753422900597,0.0465949275835216,0,0,0,0
0.829499390878994,0.15342303609677,0.0170775730242362,0,0,0,0
0.828338750497836,0.0874276522015617,0.084233597300602,0,0,0,0
0.828133463271464,0.113649355365101,0.0582171813634346,0,0,0,0
0.827876122109488,0.124911480429299,0.0472123974612128,0,0,0,0
0.827416997163219,0.129314495067186,0.0432685077695952,0,0,0,0
0.825940347189452,0.0938083393174133,0.0802513134931347,0,0,0,0
0.825044098357141,0.10931173536313,0.0656441662797297,0,0,0,0
0.825005792180879,0.102886871203799,0.0721073366153215,0,0,0,0
0.824979419365986,0.175020580634014,0,0,0,0,0
0.824895382429849,0.0998922746580086,0.0752123429121427,0,0,0,0
0.82439225142691,0.107150023990252,0.0684577245828387,0,0,0,0
0.824315089444944,0.133892393425115,0.0417925171299404,0,0,0,0
0.823327112205097,0.12919599485929,0.0474768929356134,0,0,0,0
0.823281741175943,0.089245182126573,0.057361099890282,0.0301119768072025,0,0,0
0.822344811323244,0.095394458665454,0.0822607300113018,0,0,0,0
0.821686419357591,0.156335399428228,0.0219781812141807,0,0,0,0
0.821450410865488,0.0896399468607597,0.0889096422737524,0,0,0,0
0.820486911283729,0.139818603928019,0.039694484788252,0,0,0,0
0.820352846138353,0.124575910794556,0.0550712430670908,0,0,0,0
0.820245004677896,0.169367877104978,0.0103871182171256,0,0,0,0
0.820153106375219,0.125638241298091,0.0542086523266905,0,0,0,0
0.820023266352559,0.133571278198199,0.0464054554492423,0,0,0,0
0.819846846954719,0.124727631907909,0.0554255211373719,0,0,0,0
0.818521284556259,0.118065167342811,0.0634135481009301,0,0,0,0
0.81788516554038,0.117753918836187,0.0597426503818732,0.00461826524156037,0,0,0
0.8178612587046,0.106213932351314,0.075924808944086,0,0,0,0
0.817849768325162,0.182150231674838,0,0,0,0,0
0.817807784693319,0.120998472238652,0.0611937430680292,0,0,0,0
0.817617428918203,0.14218242549186,0.0402001455899369,0,0,0,0
0.817615106935593,0.119505814125442,0.0628790789389645,0,0,0,0
0.817544705485128,0.101551536463935,0.0809037580509367,0,0,0,0
0.817456228027596,0.108610418612348,0.0739333533600559,0,0,0,0
0.817438146870227,0.105313639978807,0.0772482131509663,0,0,0,0
0.816684024401534,0.100859800847093,0.0824561747513728,0,0,0,0
0.81665975287421,0.140892497718486,0.0424477494073036,0,0,0,0
0.815493862693857,0.150300640788835,0.0342054965173083,0,0,0,0
0.815434779977927,0.107266180620569,0.077299039401504,0,0,0,0
0.814658078974349,0.120597336167056,0.0647445848585957,0,0,0,0
0.814200004455149,0.109174985313773,0.0766250102310784,0,0,0,0
0.813910283509898,0.10734642719748,0.0787432892926215,0,0,0,0
0.81375038891325,0.144202441764063,0.0420471693226867,0,0,0,0
0.81327374853666,0.12404823866699,0.0626780127963498,0,0,0,0
0.812582917170458,0.13587055530451,0.0515465275250328,0,0,0,0
0.812305634017463,0.142495907583749,0.0451984583987885,0,0,0,0
0.812197926084501,0.124712835459983,0.0630892384555168,0,0,0,0
0.812052078955827,0.151957848791083,0.0359900722530903,0,0,0,0
0.811923903099989,0.1022447059558,0.0858313909442109,0,0,0,0
0.811887501554039,0.123732399797224,0.064380098648737,0,0,0,0
0.811221313997228,0.129899983569111,0.0588787024336611,0,0,0,0
0.810507776098658,0.145615728674812,0.0438764952265304,0,0,0,0
0.810151193204043,0.114123689503161,0.0757251172927956,0,0,0,0
0.808587415498427,0.134650344250085,0.0567622402514879,0,0,0,0
0.808111760903655,0.105721085744204,0.0861671533521411,0,0,0,0
0.807642692787088,0.105958835136809,0.086259076422876,0.000139395653226848,0,0,0
0.806949557623633,0.110446934458388,0.082603507917979,0,0,0,0
0.806472689679166,0.110416185013,0.083111125307834,0,0,0,0
0.806191013633324,0.119183808078621,0.0746251782880557,0,0,0,0
0.805989169278363,0.187882015796737,0.00612881492490025,0,0,0,0
0.805962913890643,0.141325429921102,0.0527089262971887,2.72989106722688e-06,0,0,0
0.805438208135915,0.138270509058123,0.0562912828059624,0,0,0,0
0.805418251824887,0.186905565582775,0.00767618259233829,0,0,0,0
0.804522710763951,0.153751871888575,0.041725417347474,0,0,0,0
0.804108009607606,0.145489490788878,0.0504024996035151,0,0,0,0
0.804082585113989,0.15823996692203,0.0376774479639803,0,0,0,0
0.803960612087023,0.147922836911039,0.0481165510019387,0,0,0,0
0.803822076774892,0.111048286162317,0.0851296370627909,0,0,0,0
0.803595880970776,0.130585240466431,0.065818878562793,0,0,0,0
0.803506347440241,0.142553747822422,0.0539399047373375,0,0,0,0
0.803480119262669,0.137731329403552,0.0587885513337793,0,0,0,0
0.803411684113875,0.153728100627509,0.0422009802193716,0.000659235039244061,0,0,0
0.803386417235178,0.121213210530391,0.0607098409852485,0.0146905312491828,0,0,0
0.8030304526177,0.169167687722154,0.0278018596601452,0,0,0,0
0.802999935135616,0.168396194421463,0.0286038704429207,0,0,0,0
0.802782486643265,0.175656502069042,0.0215610112876928,0,0,0,0
0.80252656996481,0.13100922790822,0.0664642021269701,0,0,0,0
0.801961726062041,0.150325360664336,0.0477129132736228,0,0,0,0
0.801860037541861,0.16461654687357,0.0335234155845686,0,0,0,0
0.801821386513975,0.118821520928784,0.0717606381897998,0.00759645436744129,0,0,0
0.801779128059239,0.117532245607062,0.0806886263336997,0,0,0,0
0.801475286135724,0.104678923997085,0.0938457898671912,0,0,0,0
0.8011190512227,0.182196358090478,0.0166845906868221,0,0,0,0
0.80067446891935,0.106653914892772,0.0926716161878776,0,0,0,0
0.799260448290861,0.100737922695776,0.0744687841730729,0.0255328448402904,0,0,0
0.798496102714924,0.128988022904031,0.0725158743810451,0,0,0,0
0.798462719558397,0.114261781462999,0.0872754989786038,0,0,0,0
0.7979165848756,0.0959462615356763,0.086154491598227,0.0199826619904968,0,0,0
0.797506487943583,0.155112773252881,0.0473807388035358,0,0,0,0
0.797498629317179,0.120564061086235,0.0819373095965864,0,0,0,0
0.797380134372834,0.144803596254916,0.0578162693722504,0,0,0,0
0.797294778880161,0.179253684200315,0.0234515369195244,0,0,0,0
0.797259876316719,0.126613244360601,0.0740436880803275,0.0020831912423533,0,0,0
0.797204820588768,0.123323618417305,0.0794715609939268,0,0,0,0
0.796950760719714,0.118661985396167,0.0843872538841191,0,0,0,0
0.796634909862986,0.113290078382526,0.0900750117544874,0,0,0,0
0.796401129665598,0.168076248493728,0.0340713659179147,0.00145125592276014,0,0,0
0.79597809498574,0.133142746128774,0.0708791588854855,0,0,0,0
0.795671787976791,0.107514796510889,0.0660695846487473,0.0307438308635736,0,0,0
0.795167500415479,0.204832499584521,0,0,0,0,0
0.795165665068527,0.105150871950117,0.0822010283680163,0.0166173100882125,0.000865124525126826,0,0
0.794606058085674,0.116643604229021,0.0887503376853059,0,0,0,0
0.793997060810386,0.131750135926835,0.0742528032627789,0,0,0,0
0.793934751421373,0.114824016232641,0.0912412323459858,0,0,0,0
0.793677435048921,0.196734168630572,0.00958839632050659,0,0,0,0
0.793607580990598,0.135144766469487,0.0712476525399153,0,0,0,0
0.793607306696876,0.110600171542908,0.0957925217602159,0,0,0,0
0.793141675956774,0.136211538045488,0.0706467859977377,0,0,0,0
0.793105665325308,0.153115017785687,0.0503640882640445,0.00341522862496055,0,0,0
0.790699788712774,0.178029418075639,0.0312707932115874,0,0,0,0
0.790676654724757,0.109954190198132,0.0823221103512691,0.0170470447258426,0,0,0
0.790596527742232,0.129843573589181,0.079559898668587,0,0,0,0
0.790402169211217,0.131634042696106,0.0779637880926771,0,0,0,0
0.789856394652147,0.154071500070788,0.0560721052770657,0,0,0,0
0.789728943601374,0.150557826464836,0.05971322993379,0,0,0,0
0.789705864638825,0.121739031663268,0.0885551036979073,0,0,0,0
0.789350349149858,0.130422254865716,0.0802273959844255,0,0,0,0
0.789017556559734,0.131105476484696,0.0798769669555699,0,0,0,0
0.788958529544893,0.147691996165392,0.0633494742897147,0,0,0,0
0.788875057778722,0.116901070240421,0.0942238719808571,0,0,0,0
0.788853490610804,0.118183775840901,0.0929627335482949,0,0,0,0
0.788661620400856,0.140447113406216,0.0708912661929285,0,0,0,0
0.788578742737293,0.113759913892138,0.0976613433705697,0,0,0,0
0.788221319701357,0.118449391949581,0.0933292883490627,0,0,0,0
0.787862641500417,0.14933785715464,0.0627995013449434,0,0,0,0
0.787848212249062,0.149429643225498,0.0515101142749661,0.0112120302504741,0,0,0
0.78773638573753,0.130583349913274,0.081680264349197,0,0,0,0
0.78761840333238,0.16185765784343,0.0505239388241897,0,0,0,0
0.787615018951157,0.147660623502955,0.0647243575458882,0,0,0,0
0.78757456628043,0.146639313383463,0.0640478737254837,0.0017382466106229,0,0,0
0.786707416665761,0.112368449634267,0.100924133699972,0,0,0,0
0.786626572964151,0.130294947052232,0.0830784799836168,0,0,0,0
0.786543651930085,0.124892162079264,0.088564185990652,0,0,0,0
0.786443071576409,0.160042974028557,0.053513954395034,0,0,0,0
0.786367873711957,0.120258982720623,0.0933731435674198,0,0,0,0
0.785925012546147,0.135551859445625,0.0785231280082279,0,0,0,0
0.785826154486945,0.122337016444416,0.091836829068639,0,0,0,0
0.785769602204834,0.132843181625159,0.0813872161700066,0,0,0,0
0.785600950058478,0.115022943941717,0.0993761059998051,0,0,0,0
0.784572300051205,0.112430960051704,0.102996739897092,0,0,0,0
0.783829655802515,0.111504835405821,0.104665508791664,0,0,0,0
0.783426321509762,0.153242238949309,0.0633314395409289,0,0,0,0
0.783164687517553,0.12260166873987,0.0767548559607587,0.017478787781819,0,0,0
0.783012577959355,0.159676518425619,0.0573109036150264,0,0,0,0
0.782904874806996,0.162905251894813,0.0541898732981913,0,0,0,0
0.782780136035095,0.153945899426494,0.0632739645384116,0,0,0,0
0.781914905759511,0.164198939624704,0.0538861546157857,0,0,0,0
0.781540793852035,0.129672410754651,0.0887867953933143,0,0,0,0
0.781491397558043,0.218508602441957,0,0,0,0,0
0.781327432582531,0.160650473531908,0.0580220938855604,0,0,0,0
0.780484443487021,0.16856697510177,0.0509485814112084,0,0,0,0
0.780471704013031,0.136276584894898,0.083251711092071,0,0,0,0
0.780315293223015,0.151252967075775,0.0684317397012103,0,0,0,0
0.78006417866761,0.160665862634716,0.0592699586976745,0,0,0,0
0.780062882329228,0.127538644862041,0.0923984728087303,0,0,0,0
0.779933552968368,0.183119056051227,0.0346111194761527,0.00233627150425235,0,0,0
0.779173279579084,0.180519062715739,0.0403076577051775,0,0,0,0
0.778921369524387,0.112601687928966,0.108476942546647,0,0,0,0
0.778757502689152,0.134049396754712,0.087193100556136,0,0,0,0
0.778252442800414,0.102156298072396,0.0841147748208291,0.0339589608917535,0.00151752341460745,0,0
0.778119442296693,0.11869248539932,0.103188072303987,0,0,0,0
0.77788870831625,0.165441422926031,0.0566698687577191,0,0,0,0
0.777749556118152,0.124106854093094,0.098143589788754,0,0,0,0
0.777666225115627,0.0914070566191539,0.0717412656847855,0.0591854525804335,0,0,0
0.777415264187868,0.222584735812132,0,0,0,0,0
0.777233416391943,0.222766583608057,0,0,0,0,0
0.777212909661629,0.172593898292668,0.0501931920457032,0,0,0,0
0.777153978785491,0.142425325799193,0.0804206954153159,0,0,0,0
0.775983201463509,0.123270518009541,0.100746280526949,0,0,0,0
0.775898149326675,0.184540959986984,0.0395608906863411,0,0,0,0
0.775629686534568,0.131173712099044,0.0931966013663881,0,0,0,0
0.775152192200308,0.128356700878285,0.0964911069214071,0,0,0,0
0.774485625909112,0.14317217449644,0.0823421995944475,0,0,0,0
0.774409556281311,0.117959720603067,0.107630723115622,0,0,0,0
0.773760577085057,0.154947422718846,0.0712920001960972,0,0,0,0
0.773556809105005,0.129494184951931,0.0969490059430636,0,0,0,0
0.773034547207332,0.226965452792668,0,0,0,0,0
0.772819164811961,0.143007803687841,0.0731946189966404,0.010978412503557,0,0,0
0.772662233013364,0.199259249849552,0.028078517137084,0,0,0,0
0.772635624643655,0.179924588426485,0.0474397869298606,0,0,0,0
0.771923113259802,0.151503448858221,0.0765734378819766,0,0,0,0
0.771007004380386,0.15737107357253,0.0716219220470841,0,0,0,0
0.770981671826212,0.148906172075292,0.0801121560984957,0,0,0,0
0.770955659435176,0.139236496142449,0.0898078444223756,0,0,0,0
0.770374135982051,0.144833393928935,0.0847924700890137,0,0,0,0
0.770350331399412,0.229649668600588,0,0,0,0,0
0.769648095065212,0.133513076534786,0.0968388284000027,0,0,0,0
0.769629334252155,0.126412642798669,0.056586082527759,0.0473719404214168,0,0,0
0.769181847535834,0.148707115956088,0.0821110365080778,0,0,0,0
0.76916224750624,0.15034467690011,0.0650273258881411,0.0154657497055086,0,0,0
0.768975927543047,0.123003000179366,0.108021072277587,0,0,0,0
0.76800927595723,0.124148362818443,0.107842361224327,0,0,0,0
0.767547028932692,0.132013441787436,0.100439529279872,0,0,0,0
0.766780001743447,0.17045321530338,0.0627667829531722,0,0,0,0
0.765744952364573,0.127197899652159,0.107057147983269,0,0,0,0
0.765716264168958,0.169584179410316,0.0646995564207261,0,0,0,0
0.765452308186444,0.151263797541896,0.0832838942716601,0,0,0,0
0.765133425134352,0.16911471973613,0.0657518551295181,0,0,0,0
0.764890332415187,0.139070801574266,0.0483541187039462,0.047684747306601,0,0,0
0.764643141166007,0.148987595093611,0.0600424184401425,0.0263268453002395,0,0,0
0.764143819174326,0.147058036344165,0.0887981444815087,0,0,0,0
0.764087751065951,0.195960864027888,0.0399513849061608,0,0,0,0
0.763988510146663,0.120101149932205,0.115910339921132,0,0,0,0
0.763876074576208,0.128087068582398,0.108036856841394,0,0,0,0
0.763412835679138,0.137650450452956,0.0989367138679055,0,0,0,0
0.763343867767512,0.129365904786407,0.107290227446082,0,0,0,0
0.763311012297421,0.0954455300211904,0.0893098863131302,0.0519335713682588,0,0,0
0.763241063155104,0.143780676747449,0.0929782600974473,0,0,0,0
0.763161311259705,0.134901632932309,0.101937055807986,0,0,0,0
0.762958700680092,0.159302120468928,0.0692272403693229,0.00851193848165741,0,0,0
0.76260283772419,0.179473996070107,0.0472617417653777,0.0072441727426134,0.00341725169771187,0,0
0.762443647898624,0.142185544593012,0.0953708075083648,0,0,0,0
0.76241942932865,0.179668999801856,0.0579115708694942,0,0,0,0
0.762275826421282,0.17781629248701,0.0599078810917088,0,0,0,0
0.761929821781584,0.150421284466897,0.063400104199266,0.0242487895522533,0,0,0
0.761687540624946,0.161590047179744,0.0767224121953093,0,0,0,0
0.761626810821305,0.119270768682784,0.0885449282762945,0.0305574922196162,0,0,0
0.761247312711023,0.156714801961254,0.0820378853277236,0,0,0,0
0.761168909092729,0.198221263224405,0.0406098276828661,0,0,0,0
0.761156885563146,0.123011303900707,0.115831810536147,0,0,0,0
0.760977311729552,0.164576455409805,0.0744462328606428,0,0,0,0
0.760853439969047,0.122875454709033,0.11627110532192,0,0,0,0
0.76060306782039,0.129599689743977,0.109797242435633,0,0,0,0
0.760482314078928,0.135749150092371,0.103768535828701,0,0,0,0
0.760238470134754,0.154171860850032,0.0855896690152133,0,0,0,0
0.760185422358828,0.120976969825028,0.118837607816144,0,0,0,0
0.760026607910193,0.16599256292787,0.0739808291619365,0,0,0,0
0.759497456540079,0.192712517822846,0.0280419274888395,0.0197480981482354,0,0,0
0.759486317996718,0.165072711868679,0.0754409701346033,0,0,0,0
0.758797884450941,0.184432591431995,0.0539489912858052,0.0028205328312598,0,0,0
0.758455609826224,0.122915869102202,0.115291747975003,0.00333677309657024,0,0,0
0.758369313223945,0.125361330330106,0.116269356445949,0,0,0,0
0.758112816737479,0.12099813566947,0.120889047593051,0,0,0,0
0.757976300670064,0.145645375975042,0.0963783233548947,0,0,0,0
0.757969526333118,0.160808847486337,0.0812216261805453,0,0,0,0
0.757141799951158,0.161812077044806,0.0810461230040357,0,0,0,0
0.75712677385907,0.14447110700735,0.0984021191335807,0,0,0,0
0.756821918324611,0.128500802211198,0.11185512006041,0.00282215940378017,0,0,0
0.756742735081478,0.157635997739206,0.0700286460325429,0.00953800341150981,0.00605461773526364,0,0
0.756725872034981,0.161921600431457,0.0813525275335615,0,0,0,0
0.756646939380065,0.186805753661128,0.0565473069588068,0,0,0,0
0.756626586211616,0.0779960365333734,0.0614506004645533,0.0495021711345183,0.0213974360191499,0.0190209407525017,0.0140062288842871
0.756492492031328,0.149559743934909,0.0939477640337626,0,0,0,0
0.756343479991612,0.198442110952647,0.0452144090557406,0,0,0,0
0.756317168691009,0.171974980154739,0.0717078511542514,0,0,0,0
0.756210576432566,0.12950251125183,0.114286912315604,0,0,0,0
0.756157029513059,0.152256470653705,0.0830583885608041,0.00852811127243264,0,0,0
0.755993058160741,0.1571497018355,0.0868572400037581,0,0,0,0
0.755937355573117,0.172026890763936,0.072035753662948,0,0,0,0
0.755878034833816,0.17722621892083,0.0581799504485149,0.00595277535897017,0.00276302043786914,0,0
0.75478720394962,0.132476111867883,0.106355797106866,0.00638088707563092,0,0,0
0.754720749546076,0.125963986613843,0.119315263840081,0,0,0,0
0.754674510480155,0.138675975635414,0.106649513884431,0,0,0,0
0.75434761659154,0.166515686795606,0.0791366966128541,0,0,0,0
0.753681337638931,0.131383363471769,0.1149352988893,0,0,0,0
0.752974682098073,0.136196128912814,0.069585169645619,0.0412440193434951,0,0,0
